1742219356.952093,10.0,1.0,300.0,5.0,0.3,0
1742219409.3852968,5.0,1.0,300.0,5.0,0.3,0
1742219421.5493,4.0,1.0,300.0,5.0,0.3,0
1742219443.8844988,3.9,1.0,300.0,5.0,0.3,0
1742219471.035907,10.0,1.0,300.0,5.0,0.3,0
1742219485.851189,15.0,1.0,300.0,5.0,0.3,0
1742219511.271445,10.0,1.0,300.0,5.0,0.3,0
1742219520.351264,11.0,1.0,300.0,5.0,0.3,0
1742219528.0355132,14.0,1.0,300.0,5.0,0.3,0
1742219613.3864682,13.0,1.0,300.0,5.0,0.3,0
1742219623.971339,12.0,1.0,300.0,5.0,0.3,0
1742219649.2202098,17.0,1.0,300.0,5.0,0.3,0
1742219660.085721,20.0,1.0,300.0,5.0,0.3,0
1742219689.672496,0.0,1.0,300.0,5.0,0.3,0
1742220021.6406798,4.0,1.0,300.0,5.0,0.3,1
1742220039.818465,4.1,1.0,300.0,5.0,0.3,1
1742220053.570303,5.0,1.0,300.0,5.0,0.3,1
1742220074.8371258,5.2,1.0,300.0,5.0,0.3,1
1742220096.6353312,4.8,1.0,300.0,3.0,0.3,1
1742220125.9529972,4.7,1.0,300.0,3.0,0.3,1
1742220140.2696629,4.75,1.0,300.0,3.0,0.3,1
1742220151.971473,4.775,1.0,300.0,3.0,0.3,1
1742220176.2348359,4.78,1.0,300.0,3.0,0.3,1
1742220192.652189,4.79,1.0,300.0,3.0,0.3,1
1742220226.9702342,4.78,1.0,300.0,3.0,0.3,1
1742220238.452965,4.779,1.0,300.0,3.0,0.3,1
1742220263.503619,4.778,1.0,300.0,3.0,0.3,1
1742220275.867383,4.777,1.0,300.0,3.0,0.3,1
1742220289.7713778,4.776,1.0,300.0,3.0,0.3,1
1742220315.836422,4.775,1.0,300.0,3.0,0.3,1
1742220343.7365792,4.77,1.0,300.0,3.0,0.3,1
1742220352.572045,4.76,1.0,300.0,3.0,0.3,1
1742220365.018786,4.74,1.0,300.0,3.0,0.3,1
1742220388.2198908,4.72,1.0,300.0,3.0,0.3,1
1742220433.8696818,4.73,1.0,300.0,3.0,0.3,1
1742220456.06916,10.0,1.0,300.0,3.0,0.3,1
1742220471.1889448,16.0,1.0,300.0,3.0,0.3,1
1742220504.6186838,13.0,1.0,300.0,3.0,0.3,1
1742220538.406501,12.0,1.0,300.0,3.0,0.3,1
1742220593.837462,0.0,1.0,300.0,3.0,0.3,2
1742220936.587553,4.7,1.0,300.0,3.0,0.3,2
1742220945.453341,4.5,1.0,300.0,3.0,0.3,2
1742220953.786853,4.2,1.0,300.0,3.0,0.3,2
1742220962.27331,4.0,1.0,300.0,3.0,0.3,2
1742220986.6712298,4.2,1.0,300.0,3.0,0.3,2
1742220995.753645,4.4,1.0,300.0,3.0,0.3,2
1742221001.2859688,4.3,1.0,300.0,3.0,0.3,2
1742221009.0245252,4.2,1.0,300.0,3.0,0.3,2
1742221024.485622,4.1,1.0,300.0,3.0,0.3,2
1742221047.324905,13.0,1.0,300.0,3.0,0.3,2
1742221067.534026,12.0,1.0,300.0,3.0,0.3,2
1742221074.95388,11.0,1.0,300.0,3.0,0.3,2
1742221217.0045881,0.0,1.0,300.0,3.0,0.3,3
1742221830.6223528,4.2,1.0,300.0,3.0,0.3,3
1742221839.753809,4.3,1.0,300.0,3.0,0.3,3
1742221862.253878,4.4,1.0,300.0,3.0,0.3,3
1742221884.453354,4.5,1.0,300.0,3.0,0.3,3
1742221894.804179,4.6,1.0,300.0,3.0,0.3,3
1742221916.722673,4.7,1.0,300.0,3.0,0.3,3
1742221929.0864918,10.0,1.0,300.0,3.0,0.3,3
1742221939.772535,4.8,1.0,300.0,3.0,0.3,3
1742221955.27324,4.9,1.0,300.0,3.0,0.3,3
1742221968.622398,5.0,1.0,300.0,3.0,0.3,3
1742221979.303072,5.1,1.0,300.0,3.0,0.3,3
1742221989.737911,5.2,1.0,300.0,3.0,0.3,3
1742222001.322274,5.6,1.0,300.0,3.0,0.3,3
1742222008.43599,5.5,1.0,300.0,3.0,0.3,3
1742222031.373363,12.0,1.0,300.0,3.0,0.3,3
1742222040.03716,13.0,1.0,300.0,3.0,0.3,3
1742222048.303203,12.0,1.0,300.0,3.0,0.3,3
1742222088.872992,0.0,1.0,300.0,3.0,0.3,3
